fsa,LDU,latitude,longitude,distance_min
N9B,3N6,42.292027,-83.043365,0.522122217603646
N9E,2N2,42.267834,-83.02562,0.0541556328848416
P3C,2W6,46.504238,-81.004753,0.25561574525003455
P3E,1X3,46.476563,-80.962372,2.148758824274259
P7A,6W5,48.453384,-89.220673,1.0640127432526447
P7A,7C1,48.447914,-89.226883,0.4851299082976998
P7C,4M9,48.394699,-89.27565,0.10987817778737166
L6A,3C2,43.867359,-79.516891,1.5030858903425965
N8Y,4L6,42.316608,-82.977516,1.0785796993146832
K1B,1C2,45.429703,-75.567368,0.24066229949103432
K1B,5E1,45.424747,-75.610649,0.4865684192289111
K1C,5R5,45.455215,-75.541908,1.0471903670296339
K1E,2G6,45.466885,-75.497581,0.6124771440364455
K1G,3A4,45.389439,-75.626579,0.3015914070772846
K1K,0S8,45.446426,-75.62957,1.198854244877564
K1V,0Y7,45.276093,-75.697479,0.726754251068745
K1V,6Y2,45.363365,-75.672905,1.2943680447817942
K2E,6H6,45.359726,-75.726372,0.6684512805410567
K2J,2Z6,45.272896,-75.771812,1.4623775519026148
K2L,3X9,45.291889,-75.879898,0.9566970983599431
K2M,0J5,45.276241,-75.847031,1.7971656410113923
K2M,2B5,45.28273,-75.857224,0.9116567406923348
K4A,3B1,45.464363,-75.479729,0.7999900192073788
K7L,5K2,44.230179,-76.484177,0.11033117181212491
K7M,3E2,44.248741,-76.528198,1.1198113994880383
K8N,3L5,44.166328,-77.376175,0.66856794684739
K8V,5A6,44.101871,-77.582008,0.37123143330255903
K8V,6T3,44.125401,-77.575623,2.2489171550840292
L1C,2E9,43.922325,-78.695129,0.46339757330079623
L1C,4R7,43.915039,-78.701859,0.743050645753963
L1E,2P7,43.877716,-78.766945,4.629021659901479
L1J,5E6,43.915855,-78.88884,0.499951739197457
L1J,6N7,43.860847,-78.846207,2.9099640846202997
L1N,6K7,43.888847,-78.925827,1.2056657047718056
L1N,8C4,43.877766,-78.903854,0.958049999508058
L1S,7S5,43.846016,-78.999649,1.5646008276600207
L1T,4B5,43.869785,-79.042,0.2808602855634595
L2H,0J1,43.086319,-79.14357,1.8600898786807245
L2M,5B7,43.180756,-79.221672,0.9337926269804468
L2M,6M3,43.217899,-79.227158,1.968894664716967
L2T,3B7,43.138836,-79.23143,0.6682312774914766
L3P,4Y6,43.895084,-79.244186,0.4671700412556309
L3S,4L3,43.864475,-79.242294,1.0483100613841854
L4A,0Z7,43.964535,-79.254181,0.6588259042148477
L4A,1E6,43.972031,-79.260368,0.37795893220299526
L4C,3Y7,43.875294,-79.445961,0.6772408966619797
L4G,5W6,43.987114,-79.478096,0.9631576044207336
L4Z,2E9,43.633347,-79.663155,1.1771930987517418
L5L,2L3,43.545055,-79.704231,1.1785529236535404
L5L,4A1,43.536167,-79.709435,1.363647348916373
L5N,1X2,43.569847,-79.744652,0.6250085309579925
L5T,1R4,43.635834,-79.707497,0.6987139897920593
L6C,1J6,43.885609,-79.369141,0.234648303008341
L6C,1R5,43.875061,-79.360886,0.627262593496317
L6C,1W6,43.880432,-79.35598,1.2976976129135422
L6J,3N2,43.449314,-79.665077,0.20721825438545996
L6L,1N4,43.407585,-79.697739,0.8035171425280552
L6L,3X9,43.410191,-79.710037,0.41804869904678565
L6M,2C6,43.441246,-79.720505,1.3762067605863182
L6S,2N3,43.729259,-79.729195,1.3616834073793096
L6S,6K6,43.755596,-79.72982,0.319154503330595
L6V,1S7,43.691177,-79.755264,0.505690609248988
L6X,1E5,43.67886,-79.772369,0.4491206371062172
L6Z,1H8,43.725334,-79.788498,0.3051555071768187
L7C,1S1,43.746529,-79.927147,8.36090862192165
L7L,3P7,43.36985,-79.747749,0.46781754316910473
L7R,3J9,43.33482,-79.782417,0.6785226002208941
L8G,1J4,43.220116,-79.77317,1.0196033477947781
L8L,0C6,43.25095,-79.83065,0.2415665493528509
L8L,1Z6,43.26067,-79.866585,0.11491000012336482
L8M,1P6,43.251202,-79.84906,0.12004775024592505
L8R,2S9,43.261795,-79.876144,0.4690016630403411
L8R,2Z9,43.261772,-79.881851,0.2888081361450265
L9C,3B1,43.233044,-79.882378,0.3409451959978873
L9H,2Z5,43.269821,-79.96479,0.7103685044754897
L9T,2B4,43.505219,-79.875015,0.9142698335347372
L9T,5T1,43.51128,-79.836586,0.47319750120971177
L9V,1L9,44.035816,-80.151901,6.351891726931779
M1R,2B8,43.73885,-79.290314,0.8278600000790215
M1S,4L7,43.784691,-79.248055,0.9260975411513503
M1T,2A3,43.777477,-79.29837,0.4712286780620223
M1T,2E4,43.779091,-79.300262,0.275369055972345
M1V,1E1,43.812077,-79.269829,0.313917761442938
M1W,2Y3,43.809258,-79.33213,0.5529823178011889
M2J,4W1,43.77565,-79.328827,0.1640448127293029
M2K,2L8,43.792839,-79.39119,0.12715563393103654
M2L,2K4,43.758484,-79.384346,1.0051980155181428
M2N,5G8,43.777134,-79.396812,1.2430246125466566
M3B,1H6,43.742596,-79.35817,1.0724953173473648
M3M,1V2,43.723347,-79.505211,0.4672845542320907
M4A,2V7,43.722683,-79.304489,0.42028168851534253
M4C,4J1,43.693729,-79.315361,0.8923266347554806
M4K,3Z1,43.679691,-79.357941,0.19191549111856718
M4V,1J8,43.683956,-79.401672,0.2615166894537618
M5V,2K5,43.647003,-79.395981,0.013005542890886585
M6A,2K4,43.720699,-79.437569,0.39816878574296494
M6J,1S5,43.648556,-79.421707,0.10317342573543671
M8W,1N2,43.595406,-79.528992,0.3674173127217486
M8Z,4R6,43.635021,-79.519577,0.13676914244336436
M8Z,4X3,43.616013,-79.518555,0.7315220758073228
M9A,3X7,43.66618,-79.522217,0.5542329188688169
M9M,2P4,43.74612,-79.540375,0.651987228236971
N1R,1A5,43.380077,-80.320419,1.5569526355018393
N1R,8J8,43.40963,-80.319443,0.7684341894778464
N1S,1P6,43.354588,-80.319748,0.5842054494260039
N2K,3P2,43.500164,-80.523651,0.44592874800526516
N2P,2R8,43.386726,-80.434959,0.8379960191206884
N2V,1M1,43.491505,-80.564026,1.187170989242897
N3L,1B6,43.186562,-80.375801,0.9858756522473179
N3T,3T1,43.14468,-80.267235,0.20150049850552315
N5V,1L1,42.999245,-81.159698,1.295922600315958
N5Z,4W2,42.947666,-81.187431,1.7120113607067422
N6G,2Y1,43.00832,-81.315056,0.884131611015452
N6H,3H1,42.973782,-81.296555,1.224744932586404
N6K,4Y3,42.93663,-81.333946,1.4272440416237697
N8N,1L4,42.313171,-82.887611,0.2270674091785351
N8S,2M8,42.326202,-82.964806,0.3824592420358373
N8Y,2L6,42.323769,-83.012566,0.08319063233131464
N9E,1Y6,42.264885,-83.013809,0.35749970284896426
P3A,4V7,46.521358,-80.949974,0.11768216797557378
P3A,5H1,46.511108,-80.956947,1.2803256370378617
P7C,0A8,48.389034,-89.305649,0.7703103363483026
P7K,0C5,48.400066,-89.382462,5.830086501056935
M1G,1P4,43.759907,-79.224434,0.06482538458414475
K1C,1K1,45.453705,-75.512741,0.14608841219919405
K1H,5L9,45.392708,-75.6707,0.7914016188132377
K1H,6R1,45.386719,-75.637299,0.6206126128930621
K1H,8N1,45.389763,-75.673058,0.4163531613362375
K1J,8L7,45.447544,-75.596886,0.2622986490693685
K1S,1B8,45.405495,-75.67543,0.8600344432235637
K2B,5W4,45.371414,-75.800179,1.2588586419851306
K2B,7P8,45.362812,-75.77037,0.7587100876807066
K2C,3S8,45.303631,-75.703369,2.3945398214687557
K2E,5J6,45.354778,-75.719177,1.1180264054439681
K2E,6H3,45.363605,-75.719643,0.7975372991234021
K2P,1B4,45.41555,-75.682594,0.3930393023424343
K2S,2G6,45.248535,-75.922188,2.125233064369038
K4K,1W9,45.571384,-75.160187,5.406207613436812
K8P,2H4,44.173275,-77.405289,0.9851841529311464
K8V,4W5,44.102337,-77.579575,0.2598247139609541
K9H,3V1,44.306496,-78.320549,0.007859290269474704
K9J,5T5,44.275478,-78.332901,0.9537510503718417
L1H,2K8,43.890995,-78.85891,0.5994075866899589
L1N,1Z4,43.876949,-78.923317,1.1614102056342739
L1N,2G9,43.883266,-78.897537,0.9325294465094415
L1N,6E5,43.87085,-78.953171,1.0437282708624613
L1S,2N4,43.847237,-79.011398,0.6896251979483031
L1T,3P8,43.874458,-79.040886,0.6829363823372556
L1V,3N4,43.838673,-79.118988,0.9519679058914032
L1W,1X9,43.823463,-79.077278,1.3658889287888492
L1W,1Y9,43.829803,-79.078743,0.9058628234736711
L1W,1Z3,43.823177,-79.07505,1.3224756333998642
L2N,4A9,43.18,-79.271439,0.33973110258769557
L2P,1Z2,43.155758,-79.209229,1.724553530125485
L2R,4T1,43.173962,-79.242416,0.4427188207516685
L2R,6M1,43.163776,-79.257462,0.5760448074670393
L3K,2E8,42.895126,-79.243706,0.5702510763643329
L3M,2K2,43.205269,-79.565933,1.0244416996637986
L3M,3L6,43.205696,-79.557304,1.3718535482120708
L3M,5A1,43.193893,-79.534096,0.9889062914931211
L3X,3E1,44.042912,-79.445663,1.4845810351375348
L4L,1L7,43.791325,-79.597,0.8139908018134141
L4L,6Y5,43.808784,-79.55526,1.7468400551695702
L4N,0R6,44.375904,-79.73085,2.5661850803305195
L4N,3E8,44.374985,-79.695183,0.35657338582801923
L4P,0C4,44.200314,-79.461891,2.320832200988749
L4Y,3J2,43.61813,-79.605865,0.8008566008143013
L4Z,2B9,43.634727,-79.663071,1.243714451530033
L5A,2N4,43.588581,-79.613289,0.7987296426760213
L5C,4J2,43.568001,-79.670784,0.42650673427930746
L5M,0B6,43.554253,-79.729721,0.6872781278246487
L6K,1H4,43.438957,-79.676643,0.6646707100607558
L6L,3C7,43.397346,-79.721512,1.0377568968952995
L6R,2L6,43.764709,-79.725365,0.33075195716188793
L7A,3H6,43.685127,-79.825974,0.896750952711495
L7E,0E2,43.945862,-79.833145,8.553994900439177
L7G,5W7,43.628639,-79.892136,1.1811712222018715
L7L,1K2,43.351563,-79.763008,0.6170720802955684
L7N,1Z8,43.347721,-79.767365,0.6205591967516608
L8L,3P7,43.262432,-79.845451,0.370471389097756
L8L,5E2,43.258659,-79.855057,0.27691073354764034
L8N,4G6,43.253338,-79.855988,0.3798498950558475
L8P,1J4,43.2575,-79.878746,0.3212247429345969
L8P,2S2,43.251888,-79.89592,0.6668827521665383
L8S,2W9,43.248718,-79.922234,1.3095380814302346
L8S,3B9,43.249363,-79.927475,0.9754845603567002
L9A,3P1,43.24305,-79.864914,0.8018899114000297
L9B,2N1,43.217636,-79.918961,1.7331904768313076
L9G,0E3,43.210258,-79.966736,1.7303557266085212
L9G,3X7,43.225689,-79.990204,0.9162715869175508
L9H,4E2,43.257172,-79.945633,0.2682999869376324
L9W,1E2,43.920048,-80.09903,0.13477169550598608
L9W,3B7,43.920326,-80.114326,0.8557003477412022
M1B,4K6,43.813572,-79.215553,0.9001638342409587
M1J,2K2,43.742172,-79.232979,0.9580362547824632
M1P,2N3,43.771709,-79.283463,0.17776714087604914
M3L,0G1,43.728577,-79.52298,1.1322889262606162
M4C,3G8,43.691509,-79.325668,0.7086172202497093
M4C,3L9,43.681583,-79.319252,0.3260707489868801
M4E,3L1,43.671711,-79.284508,0.958026375345945
M4J,4C7,43.687794,-79.334961,0.9101435894187047
M4K,3N4,43.69434,-79.351707,0.6495405647222708
M4W,1X7,43.684765,-79.370552,0.4587537677654313
M5H,2S7,43.650249,-79.380814,0.09303818098410918
M5V,2Z9,43.635708,-79.400223,0.10809819463034852
M5V,3Z7,43.640663,-79.39579,0.09464921380503079
M5W,5G5,43.646175,-79.373085,0.14442281813523625
M6E,3X8,43.696808,-79.452309,0.1342238939282192
M6G,3J7,43.655987,-79.419548,0.12977023552885542
M6H,1T4,43.663712,-79.437279,0.47461048686316276
M6K,2S5,43.648602,-79.437859,0.22673683319983462
M6K,2S7,43.649883,-79.43811,0.1798667541294868
M6P,1T9,43.664825,-79.477081,0.6921078611006871
M9R,1C6,43.68409,-79.543221,0.5692314919831825
M9R,3X7,43.687168,-79.570557,0.48848906287197214
N1E,1R9,43.566631,-80.253792,0.4200188497778946
N1G,4Y5,43.512787,-80.21727,0.2291793539042067
N1R,4V5,43.355186,-80.300804,0.6229828086594733
N1R,7J4,43.397007,-80.312317,0.909002754316523
N2E,3B7,43.405987,-80.487976,0.8822329058797355
N2H,6C4,43.466236,-80.489197,1.021884232929767
N2P,2W7,43.403267,-80.4226,1.281956841955883
N3L,2A1,43.188576,-80.378075,0.6962377643311006
N3R,1C5,43.149818,-80.271515,0.5911987829580179
N3S,5G5,43.141197,-80.25705,0.25085544339227467
N3T,1Z2,43.130001,-80.270699,0.9505954938252228
N3T,4X7,43.141705,-80.282852,1.1132247711824637
N3W,1W1,43.095707,-80.015289,5.6706893264973015
N5Y,2K7,42.998432,-81.235001,1.0490577481868644
N6A,1G4,42.983936,-81.248573,0.09006673022683441
N6A,3Y2,43.011253,-81.255447,0.555117095782345
N6C,4E2,42.960762,-81.238708,0.5801716492517768
N6C,4J5,42.973209,-81.239182,0.9572715262467298
N6K,3T5,42.957962,-81.291664,1.0940859486616816
N8P,1T8,42.322968,-82.895103,1.172514666166046
N8S,1Z2,42.330032,-82.944038,0.4334696921331139
N9B,2E4,42.313606,-83.058449,0.7909714520547224
N9J,1S1,42.233524,-83.101234,0.4025755743167427
P3A,5N3,46.535206,-80.928284,1.4885619170274997
P3E,4J1,46.473518,-81.015884,0.4779891012626658
P3G,1E7,46.435135,-80.962311,2.8799160120709812
P7B,3N7,48.437519,-89.234901,0.6975937035750591
P7C,5K7,48.387691,-89.298042,0.7370566035660422
P7G,0A4,48.449295,-89.288368,2.398788451757726
P7K,0M7,48.368668,-89.439178,9.788238206755889
M1K,1P2,43.707283,-79.266289,0.14849092442622308
M5A,2W8,43.653645,-79.364922,0.13532229442981977
K1G,0T5,45.405289,-75.639694,0.8126187297713224
K1H,8A3,45.382442,-75.675438,0.4283028740021457
K1J,7T2,45.423138,-75.632591,0.16741910594391618
K1S,2N3,45.399601,-75.692368,0.4279484183682546
K2A,3S1,45.36668,-75.768036,0.40272357706848305
K2B,5V7,45.357944,-75.790115,0.49570952955639397
K2E,7V1,45.336205,-75.704147,0.9941318959874433
K2L,2W4,45.307064,-75.89962,0.7448324627422087
K2S,0M7,45.287296,-75.922707,1.010336660571646
K7K,7K9,44.265732,-76.485329,0.8955282060282319
K7M,4S7,44.222927,-76.573189,0.5548273787446051
K7M,8C8,44.256256,-76.563889,0.6587546015521315
K9H,7N6,44.322392,-78.308609,1.7335941928102143
L1C,4G2,43.92091,-78.670326,1.3575849520805976
L1E,2G8,43.92625,-78.807037,2.1370199120876125
L1E,2J7,43.900875,-78.805641,0.7017832423107276
L1H,3J2,43.891277,-78.832924,1.450934676664299
L1J,2T7,43.900799,-78.885368,0.9311204925085337
L1J,6Z8,43.855812,-78.870369,2.52819323648547
L1M,0K5,43.966225,-78.966385,1.1121915301468894
L1S,2Y6,43.829018,-79.00853,0.6846605650150092
L1X,2H5,43.854168,-79.088112,1.2286834898603396
L1Z,1W8,43.851524,-78.983818,2.5699357967147116
L2E,5K6,43.106407,-79.105156,0.4322651236789369
L2G,4J7,43.084503,-79.096451,0.5844662484509685
L2J,2B6,43.131424,-79.111183,1.3267724607059483
L2M,1E4,43.222569,-79.217941,2.860240333258031
L3B,3Z5,42.990696,-79.249947,0.1221914502200032
L3C,4P7,42.996326,-79.276459,0.7321179632173832
L3M,5N5,43.181488,-79.536171,0.9569667796287192
L3P,7R2,43.893394,-79.269279,0.48992749857402357
L3R,4J3,43.875935,-79.322296,1.5327813420144973
L3R,4N1,43.830727,-79.312973,0.4427594955042035
L3S,4H1,43.848713,-79.258293,0.5086277667627882
L3Z,0T9,44.117432,-79.5849,0.9169845443436316
L3Z,4H4,44.105762,-79.582634,0.3914814648182114
L4A,1J1,43.972855,-79.268616,0.7122117948901994
L4B,2S4,43.850735,-79.403374,0.3702877763599581
L4C,1J9,43.875908,-79.41655,0.02474851766970646
L4C,8J9,43.861012,-79.429237,0.3722251020262047
L4E,4G2,43.942959,-79.442574,0.9065749393214887
L4E,4N9,43.961376,-79.439003,1.6491614967436754
L4J,3A8,43.793259,-79.456726,0.7493175603815087
L4K,2J6,43.798775,-79.494171,0.3730032488912639
L4N,2V2,44.368912,-79.682671,0.8609172867754799
L4N,3T2,44.364868,-79.693436,0.9110499960181501
L4N,5Z4,44.34552,-79.718262,1.2422305659951867
L4X,1G8,43.602634,-79.563271,0.8382000474738717
L5A,1S8,43.58675,-79.601318,1.347129778347847
L5A,3H9,43.602718,-79.621552,0.6466504775518721
L5A,4P1,43.590569,-79.605171,1.1741621259425101
L5C,2T1,43.568897,-79.659058,0.19367155604351652
L5L,3C8,43.559887,-79.675957,1.2531354217677904
L5L,3S5,43.555893,-79.683395,0.6422934690008566
L5L,4T3,43.532284,-79.702568,0.9001582624156551
L5M,0S5,43.581528,-79.729836,0.9883336297604313
L5T,2P5,43.652763,-79.695496,0.9563239630936777
L6A,0G9,43.878208,-79.466606,2.1429785919671716
L6E,0A2,43.90667,-79.256317,0.9276019350760091
L6M,1A1,43.445171,-79.709251,0.3776160855659464
L6M,4W4,43.435684,-79.760185,0.9123529455586906
L6S,5T6,43.727634,-79.760925,0.1712032582070246
L6V,3R8,43.713028,-79.769226,0.9374607855637707
L6W,4A6,43.662174,-79.716614,0.37196812886112196
L6Y,5Y5,43.663074,-79.780151,0.3142265315708802
L7A,4X8,43.703888,-79.84565,0.8574919858425776
L7E,1A3,43.877277,-79.737389,0.2662765783065048
L7L,3H8,43.367561,-79.741661,0.9115300874132211
L8H,7P5,43.231232,-79.771255,0.11128510765034043
L8J,1S4,43.200455,-79.8032,1.1144787746553582
L8K,6L7,43.218166,-79.796478,0.13902968505959623
L8L,2K1,43.247803,-79.819374,0.6064834861504135
L8S,2P3,43.250324,-79.937126,0.2614849464986193
L8T,4N1,43.21167,-79.839371,0.9330348526271008
L9C,1L3,43.243011,-79.909874,0.9618508335044194
L9H,3W7,43.249653,-79.970367,2.133070431945671
L9S,2B3,44.315723,-79.553322,0.16859493515781646
L9T,8R6,43.477421,-79.858627,1.0968516597878184
L9W,4Y7,43.918499,-80.071838,1.8493488055549716
M1B,1Y2,43.813854,-79.229027,0.9822011840048505
M1L,1K1,43.699017,-79.269127,0.8653009063018774
M1M,3H8,43.729427,-79.245125,0.7854224248635526
M1R,4X6,43.765347,-79.302757,1.1779138345100726
M1V,0A3,43.818867,-79.312447,0.431964434703526
M2L,1W6,43.750988,-79.377579,0.6703820113415917
M2N,4J9,43.779678,-79.396317,1.3461614897889485
M3B,1S4,43.747818,-79.347755,0.5982846156115182
M4J,4M9,43.69566,-79.334587,0.48283043990523083
M4W,2G3,43.691956,-79.368813,0.5545123617219735
M5M,3A6,43.73983,-79.424362,0.6644688400476263
M5P,2X2,43.699413,-79.417061,0.5773966305168532
M5V,3H2,43.644726,-79.391647,0.13153527281808947
M6C,2W5,43.685162,-79.427139,0.36946414854686327
M6J,3C8,43.647415,-79.424065,0.2854388017129985
M6P,3T5,43.665966,-79.454788,0.2967090732363688
M9R,1R9,43.696529,-79.549484,0.44811377597871976
N1R,4K5,43.357388,-80.307053,0.533792718469951
N1R,5C9,43.357552,-80.298378,0.29691621001358415
N1R,7C9,43.381542,-80.318199,1.4312571751209395
N1S,2W1,43.359093,-80.322914,0.6019699860123539
N1S,3K1,43.372807,-80.343834,2.557061318508198
N1S,4S7,43.344795,-80.341316,1.2808902140479805
N1T,1Y2,43.400688,-80.29792,1.0697277419173445
N2K,1M8,43.474224,-80.488266,1.8105003989545934
N3A,2R9,43.400616,-80.663834,4.464682145792227
N3A,3E5,43.353645,-80.735069,3.3326988684063386
N3B,2K9,43.599686,-80.555878,0.17111077813668205
N3R,4M3,43.157913,-80.272133,0.2603083057011021
N3S,7J8,43.121593,-80.251541,0.6694975447935958
N5R,6H3,42.772804,-81.153351,0.6658901478645045
N5V,2M9,43.022213,-81.194481,1.637585817536541
N5V,3L7,43.006771,-81.164368,0.849716723603897
N5V,4X3,43.026859,-81.208824,0.9753912609439487
N5X,1N4,43.033829,-81.249252,0.3794607454701864
N5Y,2V5,43.010536,-81.244186,0.21961362341875806
N5Y,3R9,43.005798,-81.230919,0.7102867602060853
N6B,2A5,42.990913,-81.2341,0.4469819683633198
N6B,2B3,42.991055,-81.239685,0.6354845333452667
N6G,0B2,42.996616,-81.324997,1.6545485731591827
N6H,2W3,42.969044,-81.310379,1.0350906121851795
P3A,5P7,46.528774,-80.919128,0.6386720122237769
P3C,2M2,46.500427,-80.996346,0.8113538258346567
P3C,2Y3,46.50605,-80.990456,1.3015615647855072
P3C,2Z4,46.507648,-81.002861,0.6571639825520084
P3C,3P3,46.480198,-81.014046,0.5681145005363526
P7A,3X5,48.440861,-89.221367,0.4991966798749753
P7A,7J2,48.452927,-89.238388,0.5921604421671703
P7B,3W7,48.43671,-89.239594,0.5901052243565557
N5W,3T1,42.988338,-81.22554,0.1459262593435097
P7A,0P2,48.569714,-88.806183,29.760741490128858
K1S,1Y3,45.40855,-75.686394,0.30907401956218367
K1S,2J1,45.400925,-75.695831,0.6153513156788829
K1T,1B4,45.339516,-75.634933,1.1271961144436053
K1V,7X6,45.368805,-75.659172,0.5794093183128274
K1Y,4L9,45.409229,-75.732094,0.6335657262089726
K1Z,8E8,45.37756,-75.730484,1.0622314982286978
K2A,0R2,45.377281,-75.772026,0.5278337354841468
K2G,0T3,45.33857,-75.77636,0.384047522837544
K2H,9N2,45.31638,-75.843628,0.9677880620046193
K2J,1R9,45.273815,-75.749123,0.48581816579638365
K2L,1H6,45.295452,-75.881157,0.6675477549855056
K4A,3M3,45.491516,-75.484695,1.27413488763264
K8P,3V3,44.171085,-77.398293,0.6854608705094303
K9H,6N1,44.339577,-78.316559,2.0488216077541797
L1H,6C2,43.897915,-78.841782,0.467090668881482
L1H,6S9,43.891758,-78.829346,1.5940549401522244
L1J,1S4,43.881241,-78.864929,0.7397106878237008
L1L,0B5,43.954678,-78.895142,0.7332748220275787
L1N,1X5,43.877743,-78.94603,0.13430382740494431
L1V,3Z5,43.837051,-79.121193,0.7414506048541348
L2N,3S3,43.203384,-79.240631,0.26262469394156773
L2N,4P2,43.198036,-79.26194,0.4033604397112876
L2S,2Z6,43.162388,-79.270859,0.8044830848475766
L2V,2N4,43.124485,-79.213142,0.7164202028979804
L3C,1R3,43.008228,-79.254066,0.22429187867886563
L3K,5H3,42.881371,-79.263123,0.7820817335986057
L3M,2L2,43.205906,-79.558868,1.3138718493222092
L3M,4Y5,43.19223,-79.54216,0.4272049410574404
L3P,0G3,43.875046,-79.259521,0.052453115689224325
L3P,7L7,43.879513,-79.292946,1.0556901711441302
L3T,1J8,43.806396,-79.393425,0.7586089728932925
L3Y,5N4,44.040161,-79.475998,0.3460426510060707
L3Y,7H7,44.076366,-79.446396,1.5856265900579403
L4A,0X5,43.965187,-79.24929,0.6643534089276324
L4E,4C9,43.908222,-79.456398,0.8354179090175335
L4J,7M4,43.819946,-79.450661,1.0677672308094208
L4L,2M5,43.785686,-79.579636,0.47032698679946594
L4N,6W4,44.353817,-79.704025,0.5772706473505934
L4T,3X8,43.731514,-79.635094,1.4060121044630887
L4Y,4A5,43.602177,-79.591942,0.18183722738324518
L4Z,4J7,43.610802,-79.647408,0.33740684069125393
L5A,3G5,43.605083,-79.621178,0.4308141526090919
L5G,1H5,43.564529,-79.571762,0.22371612830449877
L5M,1A8,43.574585,-79.72477,1.0591426954333516
L5M,5P3,43.569561,-79.74308,0.5814278933031275
L5N,6A1,43.589237,-79.723763,0.886170664904207
L6A,0J5,43.87048,-79.515785,1.628202296721851
L6H,4L1,43.481594,-79.694748,0.11757343070306528
L6H,7M8,43.492683,-79.702461,0.728836828856162
L6L,1C9,43.40271,-79.699249,0.6783637031159808
L6R,0H9,43.773796,-79.754471,0.3978424179835686
L6W,1R4,43.683846,-79.743828,0.6915329983875522
L7A,4K5,43.713364,-79.828308,1.0261265181592616
L7C,3W2,43.758293,-79.823868,2.536317084548943
L7G,0B5,43.630947,-79.87085,0.483168911021871
L7L,0A9,43.404491,-79.782295,1.3801863098390823
L8G,3J4,43.219231,-79.750641,0.5628184077437346
L8G,3V7,43.21814,-79.743683,0.547640121591351
L8H,2T2,43.249722,-79.812439,0.14138256805065275
L8S,3P1,43.265682,-79.897919,0.5048320361684868
L8W,1T3,43.200222,-79.85376,0.7650805757470313
L9A,1Z3,43.230934,-79.870667,0.4829547050442916
L9C,2V2,43.227592,-79.900459,0.879599843767773
L9X,1N3,44.492306,-79.752449,9.123568121823546
M1B,3B3,43.810932,-79.205879,1.347438202411343
M1S,2H2,43.794319,-79.278992,0.6410438112111951
M3B,2A1,43.747604,-79.378036,0.5415736730079995
M3C,2T6,43.727367,-79.34536,0.16220630423337332
M3C,3A1,43.711681,-79.332756,0.851562281558635
M3H,2S5,43.75745,-79.435921,0.25445822185858874
M3M,1X5,43.726543,-79.508827,0.5769911271804565
M4A,2W1,43.777355,-79.320152,0.2758946353544788
M4C,1T7,43.69268,-79.289375,0.13730093082446007
M4G,3T7,43.706715,-79.361923,0.05081441039518972
M4L,2V3,43.671181,-79.325027,0.521656649539093
M4W,2W7,43.684906,-79.372368,0.31908712976250336
M4Y,2R4,43.668453,-79.387245,0.1476805226660115
M5M,0A8,43.739288,-79.416138,0.5493758534056584
M5R,1E5,43.668762,-79.405266,0.23934555450363154
M5W,4N4,43.646175,-79.373085,0.14442281813523625
M6B,3S3,43.706554,-79.453194,0.07927103174036325
M6E,1J2,43.68084,-79.445847,0.3396709859126442
M6J,2E3,43.651375,-79.431328,0.39414422098519947
M8X,1N9,43.655148,-79.512527,0.8262136268403646
M9C,4B6,43.669411,-79.577248,1.0544452692507733
N2B,1M8,43.457546,-80.469337,0.27732464168968207
N2G,3A6,43.437099,-80.475288,0.6515699313240423
N2H,3S2,43.456341,-80.50222,0.5500946685758975
N2L,5N3,43.458118,-80.551575,0.5036653563316017
N2N,2K1,43.413403,-80.548378,1.2740736845851568
N2T,1Y1,43.446156,-80.560501,0.6928546278368446
N3H,3H5,43.382446,-80.336899,1.7146432091669073
N3L,3A1,43.204605,-80.394745,0.7538201623928099
N3S,5E9,43.138508,-80.256699,0.12260298835254006
N3T,3R4,43.141258,-80.272903,0.45708248582163813
N5W,5A4,42.994118,-81.175209,0.550339898447023
N5Y,3K3,43.007965,-81.214478,0.30831275340583997
N5Y,4Z1,43.008675,-81.222862,0.9805573870778868
N5Z,4X9,42.96096,-81.194939,0.4354153174143055
N6E,1J6,42.936779,-81.223412,0.5436970289221104
N6E,2L1,42.937008,-81.234383,0.3698307882648496
N6H,0B7,43.007195,-81.340164,0.26280243450914337
N6P,0B5,42.934578,-81.311623,0.28879858138810033
N8T,3R3,42.311966,-82.953438,0.613326532074723
P3C,5J3,46.504063,-80.989304,1.2633280842622603
P3E,3J6,46.478985,-80.993706,0.2869445946977087
P7A,3T7,48.430313,-89.334938,5.348806369402585
P7C,3K1,48.394009,-89.235901,1.188160746982957
P7E,1W6,48.366966,-89.261261,1.3383226377559392
P7G,2J3,48.500404,-89.31778,6.947992969982546
N1R,1K5,43.370461,-80.303757,1.3058103761551938
N2G,2E2,43.448292,-80.511559,0.7908353988983611
N6A,1P9,42.992466,-81.257797,0.5059813528584142
K1G,4A2,45.412605,-75.637131,0.38048105693123135
K1H,6C8,45.390198,-75.667641,0.756273730288491
K1J,8J1,45.446674,-75.603386,0.6381684991021366
K2B,8H2,45.349693,-75.800598,0.556038761233258
K2E,5S9,45.353237,-75.729797,0.3400108147976558
K2E,7T7,45.344036,-75.709396,1.7370279448867327
K2J,5Z9,45.250183,-75.715973,2.618448203347979
K7K,4B6,44.246784,-76.495834,1.2495864748374117
K7M,0G1,44.232216,-76.515579,0.9383444689977068
